NFL Week 1 Point Spreads 2016 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
OAK 9 @ TEN 13,10/28/07,8,7,OAK,-8,-7,OAK
BUF 13 @ NYJ 3,10/28/07,2.5,3,BUF,-2.5,-3,BUF
HOU 10 @ SD 35,10/28/07,12,10,SD,-12,-10,SD
JAC 24 @ TB 23,10/28/07,5,4,JAC,-5,-4,JAC
NO 31 @ SF 10,10/28/07,-3,-2,NO,3,2,NO
WAS 7 @ NE 52,10/28/07,17,15,NE,-17,-15,NE
GB 19 @ DEN 13,10/29/07,3,3,GB,-3,-3,GB
,,,,,,,
NFL Week 9 Point Spreads 2016 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
ATL 43 @ TB 28,11/3/16,-3,-4.5,ATL,3,4.5,ATL
DAL 35 @ CLE 10,11/6/16,-7.5,-7,DAL,7.5,7,DAL
PIT 14 @ BAL 21,11/6/16,-3,-3.5,BAL,3,3.5,BAL
PHI 23 @ NYG 28,11/6/16,3,3,NYG,-3,-3,NYG
DET 22 @ MIN 16,11/6/16,6,4,DET,-6,-4,DET
NYJ 23 @ MIA 27,11/6/16,3,3.5,MIA,-3,-3.5,MIA
JAC 14 @ KC 19,11/6/16,7.5,7,JAC,-7.5,-7,JAC
NO 41 @ SF 23,11/6/16,-3,-5,NO,3,5,NO
CAR 13 @ LA 10,11/6/16,-3,-3,PUSH,3,3,PUSH
TEN 35 @ SD 43,11/6/16,4.5,3.5,SD,-4.5,-3.5,SD
IND 31 @ GB 26,11/6/16,7,7.5,IND,-7,-7.5,IND
DEN 20 @ OAK 30,11/6/16,0,1,OAK,0,-1,OAK
BUF 25 @ SEA 31,11/7/16,7,5.5,BUF,-7,-5.5,SEA
Showing 1 to 13 of 13 entries,,,,,,,
NFL Week 9 Point Spreads 2015 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
CLE 10 @ CIN 31,11/5/15,10.5,13,CIN,-10.5,-13,CIN
OAK 35 @ PIT 38,11/8/15,6,6,OAK,-6,-6,OAK
GB 29 @ CAR 37,11/8/15,-2.5,-2,CAR,2.5,2,CAR
WAS 10 @ NE 27,11/8/15,14,13.5,NE,-14,-13.5,NE
TEN 34 @ NO 28,11/8/15,7.5,7,TEN,-7.5,-7,TEN
JAC 23 @ NYJ 28,11/8/15,7.5,7.5,JAC,-7.5,-7.5,JAC
STL 18 @ MIN 21,11/8/15,2.5,2,MIN,-2.5,-2,MIN
MIA 17 @ BUF 33,11/8/15,3,4,BUF,-3,-4,BUF
ATL 16 @ SF 17,11/8/15,-4,-9.5,SF,4,9.5,SF
NYG 32 @ TB 18,11/8/15,-2.5,-1.5,NYG,2.5,1.5,NYG
DEN 24 @ IND 27,11/8/15,-3,-3.5,IND,3,3.5,IND
PHI 33 @ DAL 27,11/8/15,-2.5,-3,PHI,2.5,3,PHI
CHI 22 @ SD 19,11/9/15,4,3.5,CHI,-4,-3.5,CHI
Showing 1 to 13 of 13 entries,,,,,,,
NFL Week 9 Point Spreads 2014 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
NO 28 @ CAR 10,10/30/14,0,-3,NO,0,3,NO
TB 17 @ CLE 22,11/2/14,6,7,TB,-6,-7,TB
ARI 28 @ DAL 17,11/2/14,4,1.5,ARI,-4,-1.5,ARI
PHI 31 @ HOU 21,11/2/14,-2.5,-1.5,PHI,2.5,1.5,PHI
NYJ 10 @ KC 24,11/2/14,10,9.5,KC,-10,-9.5,KC
JAC 23 @ CIN 33,11/2/14,13,10,JAC,-13,-10,PUSH
SD 0 @ MIA 37,11/2/14,2.5,3,MIA,-2.5,-3,MIA
WAS 26 @ MIN 29,11/2/14,2.5,-1,MIN,-2.5,1,MIN
STL 13 @ SF 10,11/2/14,9.5,10.5,STL,-9.5,-10.5,STL
DEN 21 @ NE 43,11/2/14,-3.5,-3,NE,3.5,3,NE
OAK 24 @ SEA 30,11/2/14,15,13.5,OAK,-15,-13.5,OAK
BAL 23 @ PIT 43,11/2/14,1.5,2.5,PIT,-1.5,-2.5,PIT
IND 40 @ NYG 24,11/3/14,-3,-3,IND,3,3,IND
Showing 1 to 13 of 13 entries,,,,,,,
NFL Week 9 Point Spreads 2013 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
CIN 20 @ MIA 22,10/31/13,0,-3,MIA,0,3,MIA
ATL 10 @ CAR 34,11/3/13,7,10,CAR,-7,-10,CAR
MIN 23 @ DAL 27,11/3/13,10.5,10,MIN,-10.5,-10,MIN
NO 20 @ NYJ 26,11/3/13,-4,-6,NYJ,4,6,NYJ
TEN 28 @ STL 21,11/3/13,-3,-3,TEN,3,3,TEN
KC 23 @ BUF 13,11/3/13,-3,-4.5,KC,3,4.5,KC
SD 24 @ WAS 30,11/3/13,0,1,WAS,0,-1,WAS
PHI 49 @ OAK 20,11/3/13,1,-1,PHI,-1,1,PHI
TB 24 @ SEA 27,11/3/13,17,16,TB,-17,-16,TB
BAL 18 @ CLE 24,11/3/13,-3,-1,CLE,3,1,CLE
PIT 31 @ NE 55,11/3/13,7,5.5,NE,-7,-5.5,NE
IND 27 @ HOU 24,11/3/13,1,-1,IND,-1,1,IND
CHI 27 @ GB 20,11/4/13,11,10.5,CHI,-11,-10.5,CHI
Showing 1 to 13 of 13 entries,,,,,,,
NFL Week 9 Point Spreads 2012 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
KC 13 @ SD 31,11/1/12,9,7.5,SD,-9,-7.5,SD
BAL 25 @ CLE 15,11/4/12,-3,-3.5,BAL,3,3.5,BAL
ARI 17 @ GB 31,11/4/12,10.5,10.5,GB,-10.5,-10.5,GB
BUF 9 @ HOU 21,11/4/12,12,11,PUSH,-12,-11,HOU
MIA 20 @ IND 23,11/4/12,-1,-2.5,IND,1,2.5,IND
DEN 31 @ CIN 23,11/4/12,-3.5,-5,DEN,3.5,5,DEN
DET 31 @ JAC 14,11/4/12,-4,-6,DET,4,6,DET
CAR 21 @ WAS 13,11/4/12,3,3,CAR,-3,-3,CAR
CHI 50 @ TEN 20,11/4/12,-4,-4.5,CHI,4,4.5,CHI
TB 42 @ OAK 32,11/4/12,1,1,TB,-1,-1,TB
MIN 20 @ SEA 30,11/4/12,3,4.5,SEA,-3,-4.5,SEA
PIT 24 @ NYG 20,11/4/12,3.5,3.5,PIT,-3.5,-3.5,PIT
DAL 13 @ ATL 19,11/4/12,6,4.5,PUSH,-6,-4.5,ATL
PHI 13 @ NO 28,11/5/12,4,2.5,NO,-4,-2.5,NO
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 9 Point Spreads 2011 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
ATL 31 @ IND 7,11/6/11,-7,-6.5,ATL,7,6.5,ATL
TB 16 @ NO 27,11/6/11,9,9,NO,-9,-9,NO
CLE 12 @ HOU 30,11/6/11,10.5,10.5,HOU,-10.5,-10.5,HOU
NYJ 27 @ BUF 11,11/6/11,1,2.5,NYJ,-1,-2.5,NYJ
MIA 31 @ KC 3,11/6/11,5,4,MIA,-5,-4,MIA
SF 19 @ WAS 11,11/6/11,-3.5,-4,SF,3.5,4,SF
SEA 13 @ DAL 23,11/6/11,12.5,11,SEA,-12.5,-11,SEA
DEN 38 @ OAK 24,11/6/11,7,7,DEN,-7,-7,DEN
CIN 24 @ TEN 17,11/6/11,3,1.5,CIN,-3,-1.5,CIN
STL 13 @ ARI 19,11/6/11,3.5,2.5,ARI,-3.5,-2.5,ARI
NYG 24 @ NE 20,11/6/11,9,9,NYG,-9,-9,NYG
GB 45 @ SD 38,11/6/11,-6,-5.5,GB,6,5.5,GB
BAL 23 @ PIT 20,11/6/11,3.5,3,BAL,-3.5,-3,BAL
CHI 30 @ PHI 24,11/7/11,7,9,CHI,-7,-9,CHI
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 9 Point Spreads 2010 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
CHI 22 @ BUF 19,11/7/10,-3,-3,PUSH,3,3,PUSH
SD 29 @ HOU 23,11/7/10,0,-3,SD,0,3,SD
NO 34 @ CAR 3,11/7/10,-7,-6,NO,7,6,NO
ARI 24 @ MIN 27,11/7/10,9,7,ARI,-9,-7,ARI
TB 21 @ ATL 27,11/7/10,9,10,TB,-9,-10,TB
NYJ 23 @ DET 20,11/7/10,-3.5,-6,DET,3.5,6,DET
MIA 10 @ BAL 26,11/7/10,5,5,BAL,-5,-5,BAL
NE 14 @ CLE 34,11/7/10,-4.5,-4,CLE,4.5,4,CLE
NYG 41 @ SEA 7,11/7/10,-8,-7,NYG,8,7,NYG
KC 20 @ OAK 23,11/7/10,0,0,OAK,0,0,OAK
IND 24 @ PHI 26,11/7/10,1,3,PHI,-1,-3,IND
DAL 7 @ GB 45,11/7/10,8,8,GB,-8,-8,GB
PIT 27 @ CIN 21,11/8/10,-3,-5,PIT,3,5,PIT
Showing 1 to 13 of 13 entries,,,,,,,
NFL Week 9 Point Spreads 2009 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
KC 21 @ JAC 24,11/8/09,6.5,7,KC,-6.5,-7,KC
BAL 7 @ CIN 17,11/8/09,-3,-3,CIN,3,3,CIN
HOU 17 @ IND 20,11/8/09,9,8,HOU,-9,-8,HOU
WAS 17 @ ATL 31,11/8/09,11,9,ATL,-11,-9,ATL
GB 28 @ TB 38,11/8/09,-10.5,-10,TB,10.5,10,TB
ARI 41 @ CHI 21,11/8/09,3,3,ARI,-3,-3,ARI
MIA 17 @ NE 27,11/8/09,10.5,11,MIA,-10.5,-11,MIA
CAR 20 @ NO 30,11/8/09,14.5,12,CAR,-14.5,-12,CAR
DET 20 @ SEA 32,11/8/09,10,11,SEA,-10,-11,SEA
TEN 34 @ SF 27,11/8/09,5.5,4,TEN,-5.5,-4,TEN
SD 21 @ NYG 20,11/8/09,3.5,5,SD,-3.5,-5,SD
DAL 20 @ PHI 16,11/8/09,3,3,DAL,-3,-3,DAL
PIT 28 @ DEN 10,11/9/09,-3,-3,PIT,3,3,PIT
Showing 1 to 13 of 13 entries,,,,,,,
NFL Week 9 Point Spreads 2008 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
HOU 21 @ MIN 28,11/2/08,4.5,6,MIN,-4.5,-6,MIN
JAC 19 @ CIN 21,11/2/08,-8,-7,CIN,8,7,CIN
TB 30 @ KC 27,11/2/08,-9,-10,KC,9,10,KC
BAL 37 @ CLE 27,11/2/08,0,3,BAL,0,-3,BAL
NYJ 26 @ BUF 17,11/2/08,5.5,6,NYJ,-5.5,-6,NYJ
ARI 34 @ STL 13,11/2/08,-2.5,-3,ARI,2.5,3,ARI
DET 23 @ CHI 27,11/2/08,13,13,DET,-13,-13,DET
GB 16 @ TEN 19,11/2/08,5.5,3,GB,-5.5,-3,PUSH
MIA 26 @ DEN 17,11/2/08,3,4,MIA,-3,-4,MIA
ATL 24 @ OAK 0,11/2/08,-2.5,-3,ATL,2.5,3,ATL
DAL 14 @ NYG 35,11/2/08,7.5,9,NYG,-7.5,-9,NYG
PHI 26 @ SEA 7,11/2/08,-7.5,-7,PHI,7.5,7,PHI
NE 15 @ IND 18,11/2/08,5.5,7,NE,-5.5,-7,NE
PIT 23 @ WAS 6,11/3/08,2.5,3,PIT,-2.5,-3,PIT
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 9 Point Spreads 2007 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
WAS 23 @ NYJ 20,11/4/07,-3.5,-4,NYJ,3.5,4,NYJ
GB 33 @ KC 22,11/4/07,2.5,3,GB,-2.5,-3,GB
ARI 10 @ TB 17,11/4/07,4,3,TB,-4,-3,TB
CAR 7 @ TEN 20,11/4/07,4,6,TEN,-4,-6,TEN
SF 16 @ ATL 20,11/4/07,3,4,ATL,-3,-4,PUSH
DEN 7 @ DET 44,11/4/07,3,3,DET,-3,-3,DET
CIN 21 @ BUF 33,11/4/07,1,-2,BUF,-1,2,BUF
SD 17 @ MIN 35,11/4/07,-8,-7,MIN,8,7,MIN
JAC 24 @ NO 41,11/4/07,3.5,4,NO,-3.5,-4,NO
SEA 30 @ CLE 33,11/4/07,1,2,CLE,-1,-2,CLE
NE 24 @ IND 20,11/4/07,-4.5,-4,IND,4.5,4,PUSH
HOU 24 @ OAK 17,11/4/07,3,3,HOU,-3,-3,HOU
DAL 38 @ PHI 17,11/4/07,-3,-3,DAL,3,3,DAL
BAL 7 @ PIT 38,11/5/07,9.5,9,PIT,-9.5,-9,PIT
,,,,,,,
NFL Week 10 Point Spreads 2016 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
CLE 7 @ BAL 28,11/10/16,10.5,7.5,BAL,-10.5,-7.5,BAL
HOU 24 @ JAC 21,11/13/16,0,3,HOU,0,-3,HOU
KC 20 @ CAR 17,11/13/16,3,3,KC,-3,-3,KC
LA 9 @ NYJ 6,11/13/16,2.5,-1,LA,-2.5,1,LA
ATL 15 @ PHI 24,11/13/16,2.5,2,PHI,-2.5,-2,PHI
GB 25 @ TEN 47,11/13/16,-2.5,-3,TEN,2.5,3,TEN
MIN 20 @ WAS 26,11/13/16,2.5,2.5,WAS,-2.5,-2.5,WAS
CHI 10 @ TB 36,11/13/16,0,-2.5,TB,0,2.5,TB
DEN 25 @ NO 23,11/13/16,1.5,3,DEN,-1.5,-3,DEN
MIA 31 @ SD 24,11/13/16,3.5,4,MIA,-3.5,-4,MIA
SF 20 @ ARI 23,11/13/16,13,14,SF,-13,-14,SF
DAL 35 @ PIT 30,11/13/16,3,3,DAL,-3,-3,DAL
SEA 31 @ NE 24,11/13/16,7.5,7.5,SEA,-7.5,-7.5,SEA
CIN 20 @ NYG 21,11/14/16,2.5,-1,CIN,-2.5,1,NYG
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 10 Point Spreads 2015 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
BUF 22 @ NYJ 17,11/12/15,3,2.5,NYJ,-3,-2.5,NYJ
DET 18 @ GB 16,11/15/15,13,10.5,DET,-13,-10.5,DET
JAC 22 @ BAL 20,11/15/15,6.5,4,JAC,-6.5,-4,JAC
CHI 37 @ STL 13,11/15/15,8,7.5,CHI,-8,-7.5,CHI
CLE 9 @ PIT 30,11/15/15,4.5,7,PIT,-4.5,-7,PIT
CAR 27 @ TEN 10,11/15/15,-4,-3.5,CAR,4,3.5,CAR
NO 14 @ WAS 47,11/15/15,0,-1,WAS,0,1,WAS
DAL 6 @ TB 10,11/15/15,1,-1,TB,-1,1,TB
MIA 20 @ PHI 19,11/15/15,6.5,5.5,MIA,-6.5,-5.5,MIA
MIN 30 @ OAK 14,11/15/15,2.5,3,MIN,-2.5,-3,MIN
KC 29 @ DEN 13,11/15/15,7,4,KC,-7,-4,KC
NE 27 @ NYG 26,11/15/15,-7.5,-7,NYG,7.5,7,NYG
ARI 39 @ SEA 32,11/15/15,3,3,ARI,-3,-3,ARI
HOU 10 @ CIN 6,11/16/15,11,10,HOU,-11,-10,HOU
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 10 Point Spreads 2014 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
CLE 24 @ CIN 3,11/6/14,6,6.5,CLE,-6,-6.5,CLE
KC 17 @ BUF 13,11/9/14,-2,2,KC,2,-2,KC
MIA 16 @ DET 20,11/9/14,3,3,DET,-3,-3,DET
DAL 31 @ JAC 17,11/9/14,-7.5,-7.5,DAL,7.5,7.5,DAL
SF 27 @ NO 24,11/9/14,4,6,SF,-4,-6,SF
TEN 7 @ BAL 21,11/9/14,10,10.5,BAL,-10,-10.5,BAL
PIT 13 @ NYJ 20,11/9/14,-4.5,-4.5,NYJ,4.5,4.5,NYJ
ATL 27 @ TB 17,11/9/14,1,-3.5,ATL,-1,3.5,ATL
DEN 41 @ OAK 17,11/9/14,-11,-13,DEN,11,13,DEN
STL 14 @ ARI 31,11/9/14,7,7,ARI,-7,-7,ARI
NYG 17 @ SEA 38,11/9/14,10,9,SEA,-10,-9,SEA
CHI 14 @ GB 55,11/9/14,7.5,9.5,GB,-7.5,-9.5,GB
CAR 21 @ PHI 45,11/10/14,6.5,7,PHI,-6.5,-7,PHI
Showing 1 to 13 of 13 entries,,,,,,,
NFL Week 10 Point Spreads 2013 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
WAS 27 @ MIN 34,11/7/13,-1,-1,MIN,1,1,MIN
CIN 17 @ BAL 20,11/10/13,-1,1,BAL,1,-1,BAL
DET 21 @ CHI 19,11/10/13,-1,-1,DET,1,1,DET
PHI 27 @ GB 13,11/10/13,1,-1,PHI,-1,1,PHI
STL 38 @ IND 8,11/10/13,11,7.5,STL,-11,-7.5,STL
SEA 33 @ ATL 10,11/10/13,-6,-3.5,SEA,6,3.5,SEA
OAK 20 @ NYG 24,11/10/13,7,7.5,OAK,-7,-7.5,OAK
JAC 29 @ TEN 27,11/10/13,13,11.5,JAC,-13,-11.5,JAC
BUF 10 @ PIT 23,11/10/13,3.5,3,PIT,-3.5,-3,PIT
CAR 10 @ SF 9,11/10/13,6,6,CAR,-6,-6,CAR
HOU 24 @ ARI 27,11/10/13,3,4,PUSH,-3,-4,HOU
DEN 28 @ SD 20,11/10/13,-6.5,-7,DEN,6.5,7,DEN
DAL 17 @ NO 49,11/10/13,7,6,NO,-7,-6,NO
MIA 19 @ TB 22,11/11/13,-3.5,-1,TB,3.5,1,TB
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 10 Point Spreads 2012 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
IND 27 @ JAC 10,11/8/12,-3.5,-3,IND,3.5,3,IND
DEN 36 @ CAR 14,11/11/12,-4.5,-3.5,DEN,4.5,3.5,DEN
NYG 13 @ CIN 31,11/11/12,-5.5,-3.5,CIN,5.5,3.5,CIN
TEN 37 @ MIA 3,11/11/12,6,6.5,TEN,-6,-6.5,TEN
DET 24 @ MIN 34,11/11/12,1,-3,MIN,-1,3,MIN
OAK 20 @ BAL 55,11/11/12,7,7.5,BAL,-7,-7.5,BAL
BUF 31 @ NE 37,11/11/12,11.5,13.5,BUF,-11.5,-13.5,BUF
SD 24 @ TB 34,11/11/12,1,3,TB,-1,-3,TB
ATL 27 @ NO 31,11/11/12,-3,-1,NO,3,1,NO
NYJ 7 @ SEA 28,11/11/12,5.5,5.5,SEA,-5.5,-5.5,SEA
DAL 38 @ PHI 23,11/11/12,2,-1,DAL,-2,1,DAL
STL 24 @ SF 24,11/11/12,12,13,STL,-12,-13,STL
HOU 13 @ CHI 6,11/11/12,1.5,1,HOU,-1.5,-1,HOU
KC 13 @ PIT 16,11/12/12,13,12.5,KC,-13,-12.5,KC
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 10 Point Spreads 2011 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
OAK 24 @ SD 17,11/10/11,6.5,7,OAK,-6.5,-7,OAK
PIT 24 @ CIN 17,11/13/11,-3,-3.5,PIT,3,3.5,PIT
DEN 17 @ KC 10,11/13/11,3.5,3,DEN,-3.5,-3,DEN
JAC 17 @ IND 3,11/13/11,-3,-3,JAC,3,3,JAC
BUF 7 @ DAL 44,11/13/11,6,4.5,DAL,-6,-4.5,DAL
HOU 37 @ TB 9,11/13/11,-3.5,-3.5,HOU,3.5,3.5,HOU
TEN 30 @ CAR 3,11/13/11,3.5,3.5,TEN,-3.5,-3.5,TEN
WAS 9 @ MIA 20,11/13/11,4,4,MIA,-4,-4,MIA
NO 26 @ ATL 23,11/13/11,-1,1,NO,1,-1,NO
STL 13 @ CLE 12,11/13/11,1.5,2.5,STL,-1.5,-2.5,STL
BAL 17 @ SEA 22,11/13/11,-7,-7,SEA,7,7,SEA
DET 13 @ CHI 37,11/13/11,1,2.5,CHI,-1,-2.5,CHI
NYG 20 @ SF 27,11/13/11,3.5,4,SF,-3.5,-4,SF
NE 37 @ NYJ 16,11/13/11,1,2.5,NE,-1,-2.5,NE
ARI 21 @ PHI 17,11/13/11,15,13.5,ARI,-15,-13.5,ARI
MIN 7 @ GB 45,11/14/11,13.5,12.5,GB,-13.5,-12.5,GB
Showing 1 to 16 of 16 entries,,,,,,,
NFL Week 10 Point Spreads 2010 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
BAL 21 @ ATL 26,11/11/10,0,2,ATL,0,-2,ATL
CIN 17 @ IND 23,11/14/10,9.5,7,CIN,-9.5,-7,CIN
HOU 24 @ JAC 31,11/14/10,0,0,JAC,0,0,JAC
TEN 17 @ MIA 29,11/14/10,0,2,MIA,0,-2,MIA
MIN 13 @ CHI 27,11/14/10,0,0,CHI,0,0,CHI
DET 12 @ BUF 14,11/14/10,2.5,2,DET,-2.5,-2,PUSH
NYJ 26 @ CLE 20,11/14/10,-3,-3,NYJ,3,3,NYJ
CAR 16 @ TB 31,11/14/10,8.5,7,TB,-8.5,-7,TB
KC 29 @ DEN 49,11/14/10,0,0,DEN,0,0,DEN
STL 20 @ SF 23,11/14/10,7,5,STL,-7,-5,STL
SEA 36 @ ARI 18,11/14/10,3,3,SEA,-3,-3,SEA
DAL 33 @ NYG 20,11/14/10,13.5,13,DAL,-13.5,-13,DAL
NE 39 @ PIT 26,11/14/10,4,4,NE,-4,-4,NE
PHI 59 @ WAS 28,11/15/10,-3,-3,PHI,3,3,PHI
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 10 Point Spreads 2009 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
CHI 6 @ SF 10,11/12/09,2.5,3,SF,-2.5,-3,SF
JAC 24 @ NYJ 22,11/15/09,7,7,JAC,-7,-7,JAC
DEN 17 @ WAS 27,11/15/09,-4.5,-3,WAS,4.5,3,WAS
CIN 18 @ PIT 12,11/15/09,7.5,7,CIN,-7.5,-7,CIN
BUF 17 @ TEN 41,11/15/09,7.5,8,TEN,-7.5,-8,TEN
DET 10 @ MIN 27,11/15/09,16.5,17,MIN,-16.5,-17,PUSH
NO 28 @ STL 23,11/15/09,-15.5,-14,STL,15.5,14,STL
ATL 19 @ CAR 28,11/15/09,-1,-1,CAR,1,1,CAR
TB 23 @ MIA 25,11/15/09,10,10,TB,-10,-10,TB
KC 16 @ OAK 10,11/15/09,1,3,KC,-1,-3,KC
SEA 20 @ ARI 31,11/15/09,9,8,ARI,-9,-8,ARI
PHI 23 @ SD 31,11/15/09,1.5,1,SD,-1.5,-1,SD
DAL 7 @ GB 17,11/15/09,-1.5,-3,GB,1.5,3,GB
NE 34 @ IND 35,11/15/09,2.5,3,NE,-2.5,-3,NE
BAL 16 @ CLE 0,11/16/09,-12,-11,BAL,12,11,BAL
Showing 1 to 15 of 15 entries,,,,,,,
NFL Week 10 Point Spreads 2008 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
DEN 34 @ CLE 30,11/6/08,3,3,DEN,-3,-3,DEN
JAC 38 @ DET 14,11/9/08,-7,-6,JAC,7,6,JAC
TEN 21 @ CHI 14,11/9/08,-3,-3,TEN,3,3,TEN
BUF 10 @ NE 20,11/9/08,4,4,NE,-4,-4,NE
NO 20 @ ATL 34,11/9/08,0,2,ATL,0,-2,ATL
STL 3 @ NYJ 47,11/9/08,9,10,NYJ,-9,-10,NYJ
SEA 19 @ MIA 21,11/9/08,10.5,8,SEA,-10.5,-8,SEA
GB 27 @ MIN 28,11/9/08,1,3,PUSH,-1,-3,GB
BAL 41 @ HOU 13,11/9/08,1,3,BAL,-1,-3,BAL
CAR 17 @ OAK 6,11/9/08,-9,-10,CAR,9,10,CAR
KC 19 @ SD 20,11/9/08,14,15,KC,-14,-15,KC
IND 24 @ PIT 20,11/9/08,3.5,3,IND,-3.5,-3,IND
NYG 36 @ PHI 31,11/9/08,2.5,3,NYG,-2.5,-3,NYG
SF 24 @ ARI 29,11/10/08,11,10,SF,-11,-10,SF
Showing 1 to 14 of 14 entries,,,,,,,
NFL Week 10 Point Spreads 2007 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
JAC 28 @ TEN 13,11/11/07,4.5,5,JAC,-4.5,-5,JAC
DEN 27 @ KC 11,11/11/07,3,3,DEN,-3,-3,DEN
BUF 13 @ MIA 10,11/11/07,-2.5,-3,BUF,2.5,3,PUSH
CLE 28 @ PIT 31,11/11/07,-3,9,PIT,3,-9,CLE
STL 37 @ NO 29,11/11/07,14,10,STL,-14,-10,STL
ATL 20 @ CAR 13,11/11/07,4,3,ATL,-4,-3,ATL
PHI 33 @ WAS 25,11/11/07,3,3,PHI,-3,-3,PHI
MIN 0 @ GB 34,11/11/07,7,6,GB,-7,-6,GB
CIN 21 @ BAL 7,11/11/07,4.5,3,CIN,-4.5,-3,CIN
CHI 17 @ OAK 6,11/11/07,-3,-4,CHI,3,4,CHI
DAL 31 @ NYG 20,11/11/07,0,-2,DAL,0,2,DAL
DET 21 @ ARI 31,11/11/07,1,3,ARI,-1,-3,ARI
IND 21 @ SD 23,11/11/07,-3.5,-4,SD,3.5,4,SD
SF 0 @ SEA 24,11/12/07,11.5,9,SEA,-11.5,-9,SEA
,,,,,,,
NFL Week 11 Point Spreads 2016 Opening and Closing NFL Point Spreads,,,,,,,
Road v Home,Date,Road Open Spread,Road Close Spread,Open Result,Home Open Spread,Home Close Spread,Close Result
NO 20 @ CAR 23,11/17/16,4,3.5,NO,-4,-3.5,NO
CHI 16 @ NYG 22,11/20/16,7.5,7,CHI,-7.5,-7,CHI
ARI 24 @ MIN 30,11/20/16,0,2,MIN,0,-2,MIN
BAL 17 @ DAL 27,11/20/16,7.5,7,DAL,-7.5,-7,DAL
TEN 17 @ IND 24,11/20/16,3,3,IND,-3,-3,IND
BUF 16 @ CIN 12,11/20/16,3,2.5,BUF,-3,-2.5,BUF
PIT 24 @ CLE 9,11/20/16,-9,-8,PIT,9,8,PIT
JAC 19 @ DET 26,11/20/16,6.5,5.5,DET,-6.5,-5.5,DET
TB 19 @ KC 17,11/20/16,7.5,7,TB,-7.5,-7,TB
